,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Manufactured Location,Year,Mileometer(in kms),Fuel_Type,Mode,Owner_Type,Mileage,Engine,Power,Seats,Price,Age,Efficiency,Avg_kms_per_year
4626,4626,4626,4626,4764,Hyundai EON D Lite Plus,Coimbatore,2016,64624,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.71,8,0.3822463768115942,8078.0
4627,4627,4627,4627,4765,Maruti Ertiga VXI,Mumbai,2014,69192,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.25,10,0.1709711846318036,6919.2
4628,4628,4628,4628,4766,Volkswagen Vento Diesel Highline,Chennai,2012,55000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.9,12,0.1982625482625482,4583.333333333333
4629,4629,4629,4629,4767,Honda City 1.5 GXI,Mumbai,2005,81000,Petrol,Manual,Second,12.8,1493.0,100.0,5.0,1.1,19,0.128,4263.1578947368425
4630,4630,4630,4630,4768,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2016,36733,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.72,8,0.2228687415426251,4591.625
4631,4631,4631,4631,4770,Mercedes-Benz GLA Class 200 CDI,Mumbai,2016,43022,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,24.85,8,0.1316176470588235,5377.75
4632,4632,4632,4632,4771,Hyundai Santa Fe 4X2,Jaipur,2013,74000,Diesel,Manual,First,14.66,2199.0,194.3,7.0,12.25,11,0.0754503345342254,6727.272727272727
4633,4633,4633,4633,4772,Maruti Swift VDI,Kolkata,2014,47000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.9,10,0.3094594594594594,4700.0
4634,4634,4634,4634,4773,Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.28,7,0.2272172000977278,5351.428571428572
4635,4635,4635,4635,4774,Mahindra Xylo E8 BS IV,Mumbai,2011,130000,Diesel,Manual,First,14.0,2498.0,112.0,8.0,2.75,13,0.125,10000.0
4636,4636,4636,4636,4775,Hyundai Grand i10 Asta Option,Coimbatore,2017,31576,Petrol,Manual,First,18.9,1197.0,82.0,5.0,7.85,7,0.2304878048780487,4510.857142857143
4637,4637,4637,4637,4776,Volkswagen Vento Petrol Highline,Mumbai,2011,66000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,2.95,13,0.1451737451737451,5076.923076923077
4638,4638,4638,4638,4777,Honda Accord 2.4 A/T,Mumbai,2008,79000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,4.85,16,0.0658783783783783,4937.5
4639,4639,4639,4639,4778,Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,Diesel,Automatic,Second,13.5,2925.0,281.61,5.0,30.0,13,0.0479386385426653,3626.153846153846
4640,4640,4640,4640,4779,Mercedes-Benz B Class B200 CDI,Bangalore,2016,36610,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,19.9,8,0.1397949673811742,4576.25
4641,4641,4641,4641,4780,Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,Diesel,Manual,First,20.5,1582.0,126.2,5.0,10.8,8,0.1624405705229794,11625.0
4642,4642,4642,4642,4781,Maruti Alto LXI,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.75,17,0.4254859611231101,3070.294117647059
4643,4643,4643,4643,4782,Audi A3 35 TDI Premium,Mumbai,2016,20003,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,19.25,8,0.1425174825174825,2500.375
4644,4644,4644,4644,4783,Renault Duster 85PS Diesel RxL,Delhi,2013,66314,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.5,11,0.2371121718377088,6028.545454545455
4645,4645,4645,4645,4784,Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.75,15,0.2617647058823529,5066.666666666667
4646,4646,4646,4646,4785,Hyundai Creta 1.6 SX Plus Diesel,Bangalore,2015,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.0,9,0.155863708399366,3222.222222222222
4647,4647,4647,4647,4786,Ford Figo Diesel ZXI,Mumbai,2011,30000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.2,13,0.2941176470588235,2307.6923076923076
4648,4648,4648,4648,4787,Volkswagen Polo Petrol Highline 1.6L,Coimbatore,2013,56526,Petrol,Manual,First,15.26,1598.0,103.5,5.0,5.84,11,0.14743961352657,5138.727272727273
4649,4649,4649,4649,4788,Volvo V40 D3 R Design,Hyderabad,2015,38000,Diesel,Automatic,Second,16.8,1969.0,150.0,5.0,24.0,9,0.112,4222.222222222223
4650,4650,4650,4650,4789,Hyundai Verna SX CRDi AT,Chennai,2012,41000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,6.25,12,0.1510449651678277,3416.6666666666665
4651,4651,4651,4651,4790,BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,53000,Diesel,Automatic,First,14.49,2993.0,258.0,5.0,36.0,15,0.0561627906976744,3533.3333333333335
4652,4652,4652,4652,4791,Mitsubishi Lancer GLXD,Chennai,2003,125000,Diesel,Manual,Third,14.8,1998.0,68.0,5.0,3.0,21,0.2176470588235294,5952.380952380952
4653,4653,4653,4653,4792,Toyota Fortuner 3.0 Diesel,Chennai,2010,242000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.0,14,0.067251461988304,17285.714285714286
4654,4654,4654,4654,4793,Maruti Ciaz VDi Plus,Chennai,2015,90000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,6.5,9,0.2961581920903955,10000.0
4655,4655,4655,4655,4794,Maruti Vitara Brezza VDi Option,Hyderabad,2018,11000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.4,6,0.2745762711864407,1833.3333333333333
4656,4656,4656,4656,4795,BMW 3 Series Luxury Line,Kochi,2018,21936,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,37.92,6,0.1145263157894737,3656.0
4657,4657,4657,4657,4796,Volkswagen Vento Petrol Highline AT,Pune,2013,41000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,5.25,11,0.138996138996139,3727.2727272727275
4658,4658,4658,4658,4797,Hyundai i20 1.2 Asta,Chennai,2011,47000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.5,13,0.2125,3615.3846153846152
4659,4659,4659,4659,4798,BMW X5 3.0d,Chennai,2009,110000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,18.0,15,0.0468085106382978,7333.333333333333
4660,4660,4660,4660,4799,Hyundai Xcent 1.2 Kappa S,Coimbatore,2015,45960,Petrol,Manual,First,19.1,1197.0,82.0,5.0,5.56,9,0.2329268292682927,5106.666666666667
4661,4661,4661,4661,4800,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,2013,48000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,22.0,11,0.07,4363.636363636364
4662,4662,4662,4662,4801,Land Rover Freelander 2 SE,Hyderabad,2011,68000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,22.0,13,0.0839943054708155,5230.7692307692305
4663,4663,4663,4663,4802,Hyundai i10 Magna,Mumbai,2011,41000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.65,13,0.2580481622306717,3153.846153846154
4664,4664,4664,4664,4803,Hyundai Verna 1.6 SX CRDi (O),Jaipur,2013,69573,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.85,11,0.1766941101963268,6324.818181818182
4665,4665,4665,4665,4804,Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,2012,115000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,6.95,12,0.1399710354815351,9583.333333333334
4666,4666,4666,4666,4805,Mahindra XUV500 W8 2WD,Kolkata,2012,47629,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.5,12,0.1078571428571428,3969.0833333333335
4667,4667,4667,4667,4806,Maruti Omni 8 Seater BSII,Jaipur,2004,66624,Petrol,Manual,Third,19.7,796.0,35.0,8.0,0.85,20,0.5628571428571428,3331.2
4668,4668,4668,4668,4807,Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,7.25,11,0.0826665163980615,7272.727272727273
4669,4669,4669,4669,4808,Maruti Swift VDI,Pune,2012,94868,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.5,12,0.3094594594594594,7905.666666666667
4670,4670,4670,4670,4809,Mahindra Scorpio 2.6 LX,Mumbai,2010,76477,Diesel,Manual,First,10.5,2179.0,120.0,8.0,4.25,14,0.0875,5462.642857142857
4671,4671,4671,4671,4810,Mercedes-Benz GLA Class 200 Sport Edition,Chennai,2016,28000,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,26.0,8,0.074863387978142,3500.0
4672,4672,4672,4672,4811,Mahindra Thar CRDe,Coimbatore,2017,28599,Diesel,Manual,First,16.55,2498.0,105.0,6.0,9.66,7,0.1576190476190476,4085.5714285714284
4673,4673,4673,4673,4812,Renault Duster 110PS Diesel RxZ,Bangalore,2013,45348,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,6.85,11,0.1752881512217612,4122.545454545455
4674,4674,4674,4674,4813,Audi Q5 2008-2012 2.0 TDI,Coimbatore,2013,80127,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,23.68,11,0.0763723150357995,7284.272727272727
4675,4675,4675,4675,4814,Land Rover Freelander 2 SE,Delhi,2013,68000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,15.75,11,0.0839943054708155,6181.818181818182
4676,4676,4676,4676,4815,Volkswagen Vento Diesel Comfortline,Pune,2012,75000,Diesel,Manual,Third,20.54,1598.0,103.6,5.0,3.5,12,0.1982625482625482,6250.0
4677,4677,4677,4677,4816,BMW 5 Series 2003-2012 540i Sedan,Delhi,2006,48000,Petrol,Automatic,Second,11.62,2979.0,306.0,5.0,6.99,18,0.0379738562091503,2666.6666666666665
4678,4678,4678,4678,4817,Hyundai Elantra CRDi SX,Coimbatore,2019,41871,Diesel,Manual,First,22.7,1582.0,126.2,5.0,15.57,5,0.1798732171156893,8374.2
4679,4679,4679,4679,4818,Tata Sumo EX,Coimbatore,2015,84931,Diesel,Manual,First,15.3,2956.0,83.8,7.0,5.29,9,0.1825775656324582,9436.777777777777
4680,4680,4680,4680,4819,Datsun redi-GO T,Kolkata,2016,15000,Petrol,Manual,First,22.7,799.0,53.64,5.0,2.25,8,0.4231916480238628,1875.0
4681,4681,4681,4681,4820,BMW X5 xDrive 30d,Chennai,2009,110000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,20.0,15,0.0477551020408163,7333.333333333333
4682,4682,4682,4682,4821,BMW 6 Series 630i Coupe,Mumbai,2011,5900,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,47.5,13,0.0176444444444444,453.84615384615387
4683,4683,4683,4683,4822,Maruti Alto Vxi 1.1,Chennai,2002,103653,Petrol,Manual,Second,18.9,1061.0,47.0,5.0,1.22,22,0.402127659574468,4711.5
4684,4684,4684,4684,4823,Volkswagen Polo Petrol Comfortline 1.2L,Chennai,2012,64806,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.65,12,0.2228687415426251,5400.5
4685,4685,4685,4685,4824,Datsun GO Plus A,Pune,2016,35000,Petrol,Manual,First,20.62,1198.0,67.0,7.0,3.1,8,0.3077611940298507,4375.0
4686,4686,4686,4686,4825,Hyundai Creta 1.6 VTVT S,Bangalore,2016,40000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,11.5,8,0.1260511129431162,5000.0
4687,4687,4687,4687,4826,Maruti Alto K10 VXI,Kochi,2015,23876,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.46,9,0.3587183308494784,2652.8888888888887
4688,4688,4688,4688,4827,Hyundai Santa Fe 4X4,Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199.0,194.3,7.0,8.38,11,0.0754503345342254,6172.818181818182
4689,4689,4689,4689,4828,Volkswagen Polo GT TDI,Pune,2014,68865,Diesel,Manual,First,15.11,1598.0,103.6,5.0,4.8,10,0.1458494208494208,6886.5
4690,4690,4690,4690,4829,Honda Amaze S i-Dtech,Pune,2014,71000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.5,10,0.2616632860040568,7100.0
4691,4691,4691,4691,4831,Maruti Swift VDI,Kolkata,2014,25000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.95,10,0.3094594594594594,2500.0
4692,4692,4692,4692,4832,Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.65,12,0.1980676328502415,15000.0
4693,4693,4693,4693,4833,Mercedes-Benz E-Class 280 CDI,Mumbai,2005,131000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,10.0,19,0.0554156171284634,6894.736842105263
4694,4694,4694,4694,4834,Mahindra Scorpio SLE BSIV,Delhi,2011,65000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,4.0,13,0.1004166666666666,5000.0
4695,4695,4695,4695,4835,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.75,12,0.255188679245283,9814.75
4696,4696,4696,4696,4836,Maruti Swift Dzire VXi,Bangalore,2009,65000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,3.1,15,0.2039627039627039,4333.333333333333
4697,4697,4697,4697,4837,Hyundai EON Sportz,Kochi,2017,46897,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.61,7,0.3822463768115942,6699.571428571428
4698,4698,4698,4698,4838,Honda Brio S MT,Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.29,9,0.2235023041474654,4077.222222222222
4699,4699,4699,4699,4839,Nissan Micra XV Primo,Kolkata,2011,43000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.13,13,0.2408,3307.6923076923076
4700,4700,4700,4700,4840,Maruti Alto LXi BSII,Mumbai,2008,54000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.1,16,0.4254859611231101,3375.0
4701,4701,4701,4701,4841,BMW 3 Series 320d,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.95,13,0.1194210526315789,6846.153846153846
4702,4702,4702,4702,4842,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,7000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.35,10,0.2225675675675675,700.0
4703,4703,4703,4703,4843,Maruti Celerio LXI,Hyderabad,2014,58470,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.9,10,0.3445704057279236,5847.0
4704,4704,4704,4704,4844,Maruti Wagon R VXI 1.2,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,2.8,10,0.2628361858190709,3700.0
4705,4705,4705,4705,4845,Maruti Ciaz ZDi Plus,Mumbai,2016,29000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,8.75,8,0.2961581920903955,3625.0
4706,4706,4706,4706,4846,Audi A4 2.0 TDI,Hyderabad,2013,52000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,19.5,11,0.1121957833367229,4727.272727272727
4707,4707,4707,4707,4847,Honda Brio S MT,Kolkata,2013,32807,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.75,11,0.2235023041474654,2982.4545454545455
4708,4708,4708,4708,4848,Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,8.0,11,0.0982499999999999,7818.181818181818
4709,4709,4709,4709,4849,Honda City i DTEC V,Delhi,2014,66500,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.7,10,0.2636916835699797,6650.0
4710,4710,4710,4710,4850,BMW X1 sDrive20d,Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,12.5,12,0.0926630434782608,7833.333333333333
4711,4711,4711,4711,4851,Chevrolet Spark 1.0 LT,Chennai,2011,29000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,1.75,13,0.2903225806451613,2230.769230769231
4712,4712,4712,4712,4852,Ford Figo Diesel EXI,Chennai,2010,107389,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,1.9,14,0.2941176470588235,7670.642857142857
4713,4713,4713,4713,4853,Maruti Swift VXI BSIV,Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.5,9,0.2493887530562347,4011.1111111111113
4714,4714,4714,4714,4854,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2015,16329,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,30.3,9,0.1133529411764705,1814.3333333333333
4715,4715,4715,4715,4855,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2014,36000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,16.0,10,0.1368794326241134,3600.0
4716,4716,4716,4716,4856,BMW X3 xDrive20d xLine,Kochi,2017,41816,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.78,7,0.0976842105263157,5973.714285714285
4717,4717,4717,4717,4857,Hyundai EON Era Plus,Jaipur,2015,54680,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5,9,0.3822463768115942,6075.555555555556
4718,4718,4718,4718,4858,Audi A4 35 TDI Technology,Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,43.0,7,0.0972089059337381,2000.0
4719,4719,4719,4719,4859,Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5.38,7,0.2092165898617511,3425.285714285714
4720,4720,4720,4720,4860,Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,30131,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.65,11,0.3117734724292101,2739.181818181818
4721,4721,4721,4721,4861,Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,2530,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.3,7,0.5221987315010571,361.42857142857144
4722,4722,4722,4722,4862,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2015,39000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,34.0,9,0.1149624149862784,4333.333333333333
4723,4723,4723,4723,4863,Hyundai Santro D Lite,Chennai,2001,140000,Petrol,Manual,Third,20.3,1086.0,68.0,5.0,0.7,23,0.2985294117647059,6086.95652173913
4724,4724,4724,4724,4864,Hyundai Xcent 1.1 CRDi S,Kochi,2017,32257,Diesel,Manual,First,24.4,1120.0,71.0,5.0,6.83,7,0.3436619718309859,4608.142857142857
4725,4725,4725,4725,4865,Honda Amaze S i-Dtech,Kochi,2016,46983,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.77,8,0.2616632860040568,5872.875
4726,4726,4726,4726,4866,Maruti Swift Vdi BSIII,Chennai,2008,107000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.1,16,0.2373333333333333,6687.5
4727,4727,4727,4727,4867,Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2017,19000,Petrol,Manual,First,16.2,1199.0,74.0,5.0,4.95,7,0.2189189189189189,2714.285714285714
4728,4728,4728,4728,4868,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,88000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,16.25,11,0.0981471921069236,8000.0
4729,4729,4729,4729,4869,Land Rover Range Rover 3.6 TDV8 Vogue SE,Coimbatore,2012,84384,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,52.54,12,0.0331168831168831,7032.0
4730,4730,4730,4730,4870,Mahindra XUV500 W8 2WD,Chennai,2011,128000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,6.4,13,0.1142857142857142,9846.153846153846
4731,4731,4731,4731,4871,Ford Endeavour 2.5L 4X2,Bangalore,2011,71000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,6.95,13,0.0929078014184397,5461.538461538462
4732,4732,4732,4732,4872,Tata Indica V2 DLX,Kolkata,2008,50000,Diesel,Manual,First,17.2,1396.0,53.5,5.0,0.85,16,0.3214953271028037,3125.0
4733,4733,4733,4733,4873,Maruti Baleno Alpha,Chennai,2016,16000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.95,8,0.2575210589651023,2000.0
4734,4734,4734,4734,4874,Hyundai Xcent 1.1 CRDi Base,Kolkata,2017,82000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.45,7,0.3436619718309859,11714.285714285714
4735,4735,4735,4735,4875,Honda Civic 2006-2010 1.8 S MT,Delhi,2008,80000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.75,16,0.1038461538461538,5000.0
4736,4736,4736,4736,4876,Hyundai i20 Sportz Option 1.2,Delhi,2015,36000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,4.95,9,0.2273005010387388,4000.0
4737,4737,4737,4737,4877,Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198.0,108.5,5.0,9.62,6,0.1566820276497695,2912.8333333333335
4738,4738,4738,4738,4878,Hyundai i20 Sportz 1.2,Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.79,8,0.2273005010387388,2090.625
4739,4739,4739,4739,4879,Maruti Swift Dzire ZXI,Mumbai,2014,48241,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.5,10,0.2226107226107226,4824.1
4740,4740,4740,4740,4880,Maruti Wagon R LXI,Kochi,2014,52431,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.01,10,0.3356205250596658,5243.1
4741,4741,4741,4741,4881,Hyundai i20 Sportz 1.4 CRDi,Bangalore,2012,68000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,4.4,12,0.2467327625056331,5666.666666666667
4742,4742,4742,4742,4882,Toyota Fortuner 4x2 AT,Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,17.49,12,0.0744807121661721,13166.666666666666
4743,4743,4743,4743,4883,Hyundai i10 Sportz,Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.66,10,0.2580481622306717,3144.6
4744,4744,4744,4744,4884,Hyundai Grand i10 Asta,Chennai,2015,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.5,9,0.2304878048780487,2777.777777777778
4745,4745,4745,4745,4885,Hyundai i20 Asta 1.2,Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.0,8,0.2273005010387388,7125.0
4746,4746,4746,4746,4887,Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.19,6,0.2745762711864407,9513.0
4747,4747,4747,4747,4888,Honda Amaze S i-Dtech,Kochi,2016,47471,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.25,8,0.2616632860040568,5933.875
4748,4748,4748,4748,4889,Mercedes-Benz M-Class ML 250 CDI,Hyderabad,2014,50000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,45.0,10,0.0750984251968504,5000.0
4749,4749,4749,4749,4890,Hyundai i20 Sportz Diesel,Ahmedabad,2010,62000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2.7,14,0.2555555555555555,4428.571428571428
4750,4750,4750,4750,4891,Hyundai i10 Era,Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.39,11,0.2911094783247612,5982.454545454545
4751,4751,4751,4751,4892,Maruti Swift Dzire VDI,Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.69,10,0.3593243243243243,8176.8
4752,4752,4752,4752,4893,BMW Z4 2009-2013 Roadster 2.5i,Kochi,2018,9952,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,58.54,6,0.0338888888888888,1658.6666666666667
4753,4753,4753,4753,4894,Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,8.4,7,0.3701351351351351,3428.5714285714284
4754,4754,4754,4754,4895,Chevrolet Beat Diesel,Hyderabad,2012,72921,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.5,12,0.4416666666666666,6076.75
4755,4755,4755,4755,4896,Honda Brio V MT,Pune,2012,59000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25,12,0.2235023041474654,4916.666666666667
4756,4756,4756,4756,4897,Ford Figo Diesel Titanium,Mumbai,2014,33000,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,3.25,10,0.2939015429831006,3300.0
4757,4757,4757,4757,4898,Maruti Celerio VXI AT,Pune,2016,36789,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25,8,0.3445704057279236,4598.625
4758,4758,4758,4758,4899,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,18.5,10,0.0872941176470588,4100.0
4759,4759,4759,4759,4901,Honda Brio S MT,Jaipur,2015,46650,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.25,9,0.2235023041474654,5183.333333333333
4760,4760,4760,4760,4902,Maruti Baleno Alpha CVT,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.85,6,0.2575210589651023,500.0
4761,4761,4761,4761,4903,Hyundai EON Sportz,Coimbatore,2014,14799,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.14,10,0.3822463768115942,1479.9
4762,4762,4762,4762,4904,Toyota Prius 2009-2016 Z4,Mumbai,2011,44000,Electric,Automatic,First,18.19,1798.0,73.0,5.0,12.75,13,0.2491780821917808,3384.6153846153848
4763,4763,4763,4763,4905,Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396.0,90.0,5.0,7.0,9,0.2555555555555555,7613.888888888889
4764,4764,4764,4764,4906,Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2018,15000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,33.0,6,0.0553807106598984,2500.0
4765,4765,4765,4765,4907,Honda City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,10.0,7,0.1483375959079284,4142.857142857143
4766,4766,4766,4766,4908,Maruti SX4 ZDI,Kochi,2012,77407,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,3.53,12,0.2421171171171171,6450.583333333333
4767,4767,4767,4767,4909,Chevrolet Optra Magnum 1.6 LS Petrol,Jaipur,2007,118000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,1.35,17,0.1258536585365853,6941.176470588235
4768,4768,4768,4768,4910,Volkswagen Vento Diesel Highline,Delhi,2013,75000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.5,11,0.1982625482625482,6818.181818181818
4769,4769,4769,4769,4911,Honda City V MT,Pune,2012,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.9,12,0.1444539982803095,5750.0
4770,4770,4770,4770,4912,Hyundai Creta 1.6 CRDi SX Option,Kochi,2016,52553,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.26,8,0.155863708399366,6569.125
4771,4771,4771,4771,4913,Hyundai Xcent 1.1 CRDi SX,Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,3.99,10,0.3436619718309859,5800.0
4772,4772,4772,4772,4914,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,46.95,7,0.1052941176470588,3428.5714285714284
